"E01.01.30.10";"\RSen_10_Model families\Electrical Equipment\RSen_61_EE_FB_hv-cell_gen_witas.rfa";"RSen_61_EE_FB_hv-cell_gen_witas.rfa";"E01.01.30.10__KxN__hv cabin_gen__";"KxN";"False";"AANSLUITING :: Hoogspanning :: Hoogspanningsmateriaal type AA20 / AA15 / AA35 :: Lusschakelaar";"RACCORDEMENT :: Haute tension ::  :: Interrupteur de boucle"
"M10.03.43";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_57_ME_FB_ceiling cassette - 4 pipes_gen_witas.rfa";"RSen_57_ME_FB_ceiling cassette - 4 pipes_gen_witas.rfa";"M10.03.43__FC-P1D__";"FC-P1D";"False";"VERWARMINGSELEMENTEN :: Ventilo-convectoren :: Ventilo-convector FC-P1D (4-pijps direct)";"ELEMENTS DE CHAUFFAGE :: Ventilo-convecteurs :: Ventilo-convecteur FC-P1D (4 tubes direct)"
"M10.03.51";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_56_ME_FB_floor convector_gen_witas.rfa";"RSen_56_ME_FB_floor convector_gen_witas.rfa";"M10.03.51__FC-T1S__";"FC-T1S";"False";"VERWARMINGSELEMENTEN :: Ventilo-convectoren :: Ventilo-convector FC-T1S (2-pijps direct)";"ELEMENTS DE CHAUFFAGE :: Ventilo-convecteurs :: Ventilo-convecteur FC-T1S (2 tubes direct)"
"M10.03.53";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_56_ME_FB_floor convector_gen_witas.rfa";"RSen_56_ME_FB_floor convector_gen_witas.rfa";"M10.03.53__FC-T1D__";"FC-T1D";"False";"VERWARMINGSELEMENTEN :: Ventilo-convectoren :: Ventilo-convector FC-T1D (4-pijps direct)";"ELEMENTS DE CHAUFFAGE :: Ventilo-convecteurs :: Ventilo-convecteur FC-T1D (4 tubes direct)"
"M10.10.01";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_56_ME_FB_air heater - hot water_gen_witas.rfa";"RSen_56_ME_FB_air heater - hot water_gen_witas.rfa";"M10.10.01__RAH-01__";"RAH-01";"False";"VERWARMINGSELEMENTEN :: Luchtverhitters :: Luchtverhitter met axiaal ventilator";"ELEMENTS DE CHAUFFAGE :: Générateurs d'air chaud :: Générateur d'air chaud pour chauffage"
"M10.10.02";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_56_ME_FB_air heater - hot water_gen_witas.rfa";"RSen_56_ME_FB_air heater - hot water_gen_witas.rfa";"M10.10.02__RAH-02__";"RAH-02";"False";"VERWARMINGSELEMENTEN :: Luchtverhitters :: Luchtverhitter met axiaal ventilator en verse luchtname";"ELEMENTS DE CHAUFFAGE :: Générateurs d'air chaud :: "
"M10.20.01";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_55_ME_FB_chilled water close control unit_gen_witas.rfa";"RSen_55_ME_FB_chilled water close control unit_gen_witas.rfa";"M10.20.01____chilled water close control unit - Downflow__";"";"False";"VERWARMINGSELEMENTEN :: Klimaatkasten :: "Downflow" model";"ELEMENTS DE CHAUFFAGE :: Chambres climatiques :: Modèle "Downflow""
"M10.20.02";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_55_ME_FB_chilled water close control unit_gen_witas.rfa";"RSen_55_ME_FB_chilled water close control unit_gen_witas.rfa";"M10.20.02____chilled water close control unit - Downflow with humidifier__";"";"False";"VERWARMINGSELEMENTEN :: Klimaatkasten :: "Downflow" model met bevochtiger";"ELEMENTS DE CHAUFFAGE :: Chambres climatiques :: Modèle "Downflow" avec humidificateur"
"M10.20.05";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_55_ME_FB_chilled water close control unit_gen_witas.rfa";"RSen_55_ME_FB_chilled water close control unit_gen_witas.rfa";"M10.20.05____chilled water close control unit - In row model__";"";"False";"VERWARMINGSELEMENTEN :: Klimaatkasten :: "InRow" model";"ELEMENTS DE CHAUFFAGE :: Chambres climatiques :: Modèle "InRow""
"M10.20.06";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_55_ME_FB_chilled water close control unit_gen_witas.rfa";"RSen_55_ME_FB_chilled water close control unit_gen_witas.rfa";"M10.20.06____chilled water close control unit - In row model with humidifier__";"";"False";"VERWARMINGSELEMENTEN :: Klimaatkasten :: "InRow" model met bevochtiger";"ELEMENTS DE CHAUFFAGE :: Chambres climatiques :: Modèle "InRow" avec humidificateur"
"M10.30.10";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_56_ME_FB_fh connection - heating_gen_witas.rfa";"RSen_56_ME_FB_fh connection - heating_gen_witas.rfa";"M10.30.10__V__";"V";"False";"VERWARMINGSELEMENTEN :: Vloerverwarming en -koeling :: Systeem van leidingen op draadmatten";"ELEMENTS DE CHAUFFAGE :: Chauffage et refroidissement par le sol :: Système de tuyaux sur treillis métallique"
"M10.30.10";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_55_ME_FB_fh connection - cooling_gen_witas.rfa";"RSen_55_ME_FB_fh connection - cooling_gen_witas.rfa";"M10.30.10__K__";"K";"False";"VERWARMINGSELEMENTEN :: Vloerverwarming en -koeling :: Systeem van leidingen op draadmatten";"ELEMENTS DE CHAUFFAGE :: Chauffage et refroidissement par le sol :: Système de tuyaux sur treillis métallique"
"M10.40.01";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_55_ME_FB_connection - ceiling cooling_gen_witas.rfa";"RSen_55_ME_FB_connection - ceiling cooling_gen_witas.rfa";"M10.40.01____";"";"False";"VERWARMINGSELEMENTEN :: Klimaatplafond :: Actief koelplafond";"ELEMENTS DE CHAUFFAGE :: Plafond climatique :: Plafond climatique actif"
"M10.50.01";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_55_ME_FB_chilled beam_gen_witas.rfa";"RSen_55_ME_FB_chilled beam_gen_witas.rfa";"M10.50.01__CB-01__";"CB-01";"False";"VERWARMINGSELEMENTEN :: Klimaatbalken :: Statische koelbalk";"ELEMENTS DE CHAUFFAGE :: Poutres climatiques :: Poutre froide statique"
"M10.50.05";"\RSen_10_Model families\Mechanical Equipment\06 Emission\RSen_55_ME_FB_climate beam_gen_witas.rfa";"RSen_55_ME_FB_climate beam_gen_witas.rfa";"M10.50.05__CB-05__";"CB-05";"False";"VERWARMINGSELEMENTEN :: Klimaatbalken :: Dynamische koelbalk";"ELEMENTS DE CHAUFFAGE :: Poutres climatiques :: Poutre froide dynamique"
"M10.70.01";"\RSen_10_Model families\Duct Accessories\RSen_56_DUA_UN_heating coil - hot water - round duct connector_gen_witas.rfa";"RSen_56_DUA_UN_heating coil - hot water - round duct connector_gen_witas.rfa";"M10.70.01____";"";"False";"VERWARMINGSELEMENTEN :: Verwarmings- en koelbatterijen :: Ronde verwarmingsbatterijen";"ELEMENTS DE CHAUFFAGE :: Batteries de chauffage et de refroidissement :: Batteries de chauffage à section ronde"
"M10.70.10";"\RSen_10_Model families\Duct Accessories\RSen_56_DUA_UN_heating coil - hot water - rectangular duct connector_gen_witas.rfa";"RSen_56_DUA_UN_heating coil - hot water - rectangular duct connector_gen_witas.rfa";"M10.70.10____";"";"False";"VERWARMINGSELEMENTEN :: Verwarmings- en koelbatterijen :: Rechthoekige verwarmingsbatterijen";"ELEMENTS DE CHAUFFAGE :: Batteries de chauffage et de refroidissement :: Batteries de chauffage à section rectangulaire"
"M10.70.11";"\RSen_10_Model families\Duct Accessories\RSen_55_DUA_UN_cooling coil - rectangular duct connection_gen_witas.rfa";"RSen_55_DUA_UN_cooling coil - rectangular duct connection_gen_witas.rfa";"M10.70.11____";"";"False";"VERWARMINGSELEMENTEN :: Verwarmings- en koelbatterijen :: Rechthoekige koelbatterijen";"ELEMENTS DE CHAUFFAGE :: Batteries de chauffage et de refroidissement :: Batterie de refroidissement à section rectangulaire"
"M12.10";"\RSen_10_Model families\Mechanical Equipment\04 Treatment\RSen_53_ME_FB_air unit - combined supply and exhaust unit with ch and ac - round_gen_witas.rfa";"RSen_53_ME_FB_air unit - combined supply and exhaust unit with ch and ac - round_gen_witas.rfa";"M12.10____";"";"False";"VENTILATIE- EN LUCHTBEHANDELINGSGROEPEN :: Luchtbehandelingsgroepen (NRVU)";"GROUPES DE VENTILATION ET DE TRAITEMENT D'AIR :: Groupes de traitement d'air (NRVU)"
"M12.10";"\RSen_10_Model families\Mechanical Equipment\04 Treatment\RSen_53_ME_FB_air unit - combined supply and exhaust unit with ch and ac_gen_witas.rfa";"RSen_53_ME_FB_air unit - combined supply and exhaust unit with ch and ac_gen_witas.rfa";"M12.10____";"";"False";"VENTILATIE- EN LUCHTBEHANDELINGSGROEPEN :: Luchtbehandelingsgroepen (NRVU)";"GROUPES DE VENTILATION ET DE TRAITEMENT D'AIR :: Groupes de traitement d'air (NRVU)"
"M12.20.01.02";"\RSen_10_Model families\Mechanical Equipment\04 Treatment\RSen_57_ME_FB_air unit - combined supply and exhaust - round connectors_gen_witas.rfa";"RSen_57_ME_FB_air unit - combined supply and exhaust - round connectors_gen_witas.rfa";"M12.20.01.02__RVU-W01__";"RVU-W01";"False";"VENTILATIE- EN LUCHTBEHANDELINGSGROEPEN :: Ventilatiegroepen (RVU) :: Ventilatiegroepen systeem D :: Ventilatiegroep - debiet tot 250 m³/h (wandmontage)";"GROUPES DE VENTILATION ET DE TRAITEMENT D'AIR :: Groupes de ventilation (RVU) :: Groupes de ventilation système D :: Groupe de ventilation - débit jusqu'à 250 m³/h (installation au mur)"
"M13.02";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"M13.02__DV1__";"DV1";"False";"VENTILATOREN :: Dakextractoren van het type DV1";"VENTILATEURS :: Extracteurs de toit de type DV1"
"M13.02";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"M13.02__DV1__";"DV1";"False";"VENTILATOREN :: Dakextractoren van het type DV1";"VENTILATEURS :: Extracteurs de toit de type DV1"
"M13.03";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"M13.03__DV2__";"DV2";"False";"VENTILATOREN :: Dakextractoren van het type DV2";"VENTILATEURS :: Extracteurs de toit de type DV2"
"M13.03";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"M13.03__DV2__";"DV2";"False";"VENTILATOREN :: Dakextractoren van het type DV2";"VENTILATEURS :: Extracteurs de toit de type DV2"
"M13.04";"\RSen_10_Model families\Mechanical Equipment\09 Processing\RSen_57_ME_FB_extraction fan - 7 connections_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - 7 connections_gen_witas.rfa";"M13.04__WV1__";"WV1";"False";"VENTILATOREN :: Luchtextractoren van het type WV1";"VENTILATEURS :: Extracteurs d'air de type WV1"
"M13.05";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_duct fan_gen_witas.rfa";"RSen_57_ME_FB_duct fan_gen_witas.rfa";"M13.05__WV2__";"WV2";"False";"VENTILATOREN :: Pijpventilatorgeheel van het type WV2";"VENTILATEURS :: "
"M13.06.01";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"M13.06.01__CV1A__";"CV1A";"False";"VENTILATOREN :: Luchtextractoren van het type CV1 :: Voor binnenopstelling";"VENTILATEURS :: Extracteurs d'air du type CV1 :: Pour installation intérieure"
"M13.06.01";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"M13.06.01__CV1A__";"CV1A";"False";"VENTILATOREN :: Luchtextractoren van het type CV1 :: Voor binnenopstelling";"VENTILATEURS :: Extracteurs d'air du type CV1 :: Pour installation intérieure"
"M13.06.02";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"M13.06.02__CV1B__";"CV1B";"False";"VENTILATOREN :: Luchtextractoren van het type CV1 :: Voor buitenopstelling";"VENTILATEURS :: Extracteurs d'air du type CV1 :: Pour installation extérieure"
"M13.06.02";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"M13.06.02__CV1B__";"CV1B";"False";"VENTILATOREN :: Luchtextractoren van het type CV1 :: Voor buitenopstelling";"VENTILATEURS :: Extracteurs d'air du type CV1 :: Pour installation extérieure"
"M13.07";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"M13.07__CV2__";"CV2";"False";"VENTILATOREN :: Luchtextractoren van het type CV2";"VENTILATEURS :: Extracteurs d'air du type CV2"
"M13.07";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"M13.07__CV2__";"CV2";"False";"VENTILATOREN :: Luchtextractoren van het type CV2";"VENTILATEURS :: Extracteurs d'air du type CV2"
"M13.08.01";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"M13.08.01__CV3A__";"CV3A";"False";"VENTILATOREN :: Luchtextractoren van het type CV3 :: Voor binnenopstelling";"VENTILATEURS :: Extracteurs d'air du type CV3 :: Pour installation intérieure"
"M13.08.01";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"M13.08.01__CV3A__";"CV3A";"False";"VENTILATOREN :: Luchtextractoren van het type CV3 :: Voor binnenopstelling";"VENTILATEURS :: Extracteurs d'air du type CV3 :: Pour installation intérieure"
"M13.08.02";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - round connector - exhaust air_gen_witas.rfa";"M13.08.02__CV3B__";"CV3B";"False";"VENTILATOREN :: Luchtextractoren van het type CV3 :: Voor buitenopstelling";"VENTILATEURS :: Extracteurs d'air du type CV3 :: Pour installation extérieure"
"M13.08.02";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"RSen_57_ME_FB_extraction fan - rectangular connector - exhaust air_gen_witas.rfa";"M13.08.02__CV3B__";"CV3B";"False";"VENTILATOREN :: Luchtextractoren van het type CV3 :: Voor buitenopstelling";"VENTILATEURS :: Extracteurs d'air du type CV3 :: Pour installation extérieure"
"M13.09.01";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_duct fan_gen_witas.rfa";"RSen_57_ME_FB_duct fan_gen_witas.rfa";"M13.09.01__BV1A__";"BV1A";"False";"VENTILATOREN :: Luchtextractoren van het type BV1 :: Voor binnenopstelling";"VENTILATEURS :: Extracteurs d'air du type BV1 :: Pour installation intérieure"
"M13.20.01";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_52_ME_FB_centrifugal fan smoke and heat_gen_witas.rfa";"RSen_52_ME_FB_centrifugal fan smoke and heat_gen_witas.rfa";"M13.20.01____";"";"False";"VENTILATOREN :: Rook- en warmteafvoer ventilatoren :: Ventilatoren type axiaal met F300 gedurende 1h";"VENTILATEURS :: Ventilateurs d'évacuation des fumées et de la chaleur :: Ventilateurs de type axial avec F300 durant 1h"
"M13.39";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_duct fan_gen_witas.rfa";"RSen_57_ME_FB_duct fan_gen_witas.rfa";"M13.39__BV1X__";"BV1X";"False";"VENTILATOREN :: Luchtextractoren van het type BV1 ATEX";"VENTILATEURS :: Extracteurs d'air du type BV1 ATEX"
"M13.43.01";"\RSen_10_Model families\Mechanical Equipment\10 Removal\RSen_57_ME_FB_duct fan_gen_witas.rfa";"RSen_57_ME_FB_duct fan_gen_witas.rfa";"M13.43.01__EX1__";"EX1";"False";"VENTILATOREN :: Explosievrije buisventilatoren :: Voor binnenopstelling";"VENTILATEURS ::  :: Pour installation intérieure"
"M15.40.10";"\RSen_10_Model families\Duct Fittings\RSen_57_DUF_UN_roof hood - round_gen_witas.rfa";"RSen_57_DUF_UN_roof hood - round_gen_witas.rfa";"M15.40.10____";"";"False";"VENTILATIE-ELEMENTEN :: Dakhuiscombinaties :: Ronde dakkap voor verseluchtname of afvoerlucht";"ELEMENTS DE VENTILATION :: Combinaisons de chapeaux de toiture :: Chapeau de toiture pour prise d'air frais ou évacuation d'air circulaire"
"M15.40.15";"\RSen_10_Model families\Duct Fittings\RSen_57_DUF_UN_roof hood - rectangular_gen_witas.rfa";"RSen_57_DUF_UN_roof hood - rectangular_gen_witas.rfa";"M15.40.15____";"";"False";"VENTILATIE-ELEMENTEN :: Dakhuiscombinaties :: Rechthoekige dakkap voor verse luchtname of afvoerlucht";"ELEMENTS DE VENTILATION :: Combinaisons de chapeaux de toiture :: Chapeau de toiture pour prise d'air frais ou évacuation d'air rectangulaire"
"M15.45.11";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_valve - motorized - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_valve - motorized - round duct connection_gen_witas.rfa";"M15.45.11__CAD-1M__";"CAD-1M";"False";"VENTILATIE-ELEMENTEN :: Regelkleppen :: Ronde regelklep CAD-1M (gemotoriseerd)";"ELEMENTS DE VENTILATION :: Clapets de régulation :: Clapet de régulation rond CAD-1M (motorisé)"
"M15.45.12";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_valve - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_valve - round duct connection_gen_witas.rfa";"M15.45.12__CAD-1__";"CAD-1";"False";"VENTILATIE-ELEMENTEN :: Regelkleppen :: Ronde regelklep CAD-1";"ELEMENTS DE VENTILATION :: Clapets de régulation :: Clapet de régulation rond CAD-1M (motorisé)"
"M15.45.21";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_valve - motorized - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_valve - motorized - rectangular duct connection_gen_witas.rfa";"M15.45.21__CAD-2M__";"CAD-2M";"False";"VENTILATIE-ELEMENTEN :: Regelkleppen :: Rechthoekige regelklep CAD-2M (gemotoriseerd)";"ELEMENTS DE VENTILATION :: Clapets de régulation :: Clapet de régulation rectangulaire CAD-2M (motorisé)"
"M15.45.22";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_valve - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_valve - rectangular duct connection_gen_witas.rfa";"M15.45.22__CAD-2__";"CAD-2";"False";"VENTILATIE-ELEMENTEN :: Regelkleppen :: Rechthoekige regelklep CAD-2";"ELEMENTS DE VENTILATION :: Clapets de régulation :: Clapet de régulation rectangulaire CAD-2"
"M15.45.31";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_valve - motorized - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_valve - motorized - round duct connection_gen_witas.rfa";"M15.45.31__CAD-3M__";"CAD-3M";"False";"VENTILATIE-ELEMENTEN :: Regelkleppen :: Ronde irisklep CAD-3M (gemotoriseerd)";"ELEMENTS DE VENTILATION :: Clapets de régulation :: Clapet iris rond CAD-3M (motorisé)"
"M15.45.32";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_valve - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_valve - round duct connection_gen_witas.rfa";"M15.45.32__CAD-3__";"CAD-3";"False";"VENTILATIE-ELEMENTEN :: Regelkleppen :: Ronde irisklep CAD-3";"ELEMENTS DE VENTILATION :: Clapets de régulation :: Clapet iris rond CAD-3"
"M15.45.41";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_valve - motorized - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_valve - motorized - rectangular duct connection_gen_witas.rfa";"M15.45.41__CAD-4M__";"CAD-4M";"False";"VENTILATIE-ELEMENTEN :: Regelkleppen :: Rechthoekige jalouzieklep CAD-4M (gemotoriseerd)";"ELEMENTS DE VENTILATION :: Clapets de régulation :: Registre multi-ailettes rectangulaire CAD-4M (motorisé)"
"M15.45.42";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_valve - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_valve - rectangular duct connection_gen_witas.rfa";"M15.45.42__CAD-4__";"CAD-4";"False";"VENTILATIE-ELEMENTEN :: Regelkleppen :: Rechthoekige jalouzieklep CAD-4";"ELEMENTS DE VENTILATION :: Clapets de régulation :: Registre multi-ailettes rectangulaire CAD-4"
"M15.46.11";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_stop valve - motorized - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_stop valve - motorized - round duct connection_gen_witas.rfa";"M15.46.11__SAD-1M__";"SAD-1M";"False";"VENTILATIE-ELEMENTEN :: Regel- en afsluitkleppen :: Gemotoriseerde ronde regel- en afsluitklep SAD-1M";"ELEMENTS DE VENTILATION :: Clapets de régulation et de fermeture :: Clapet de régulation et de fermeture motorisé rond SAD-1M"
"M15.46.20";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_stop valve - motorized - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_stop valve - motorized - rectangular duct connection_gen_witas.rfa";"M15.46.20__SAD-4M__";"SAD-4M";"False";"VENTILATIE-ELEMENTEN :: Regel- en afsluitkleppen :: Gemotoriseerde rechthoekige regel- en afsluitklep SAD-4M";"ELEMENTS DE VENTILATION :: Clapets de régulation et de fermeture :: Clapet de régulation et de fermeture motorisé rectangulaire SAD-4M"
"M15.48.01";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_check valve - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_check valve - round duct connection_gen_witas.rfa";"M15.48.01____";"";"False";"VENTILATIE-ELEMENTEN :: Terugslagkleppen :: Ronde terugslagklep BAD-1";"ELEMENTS DE VENTILATION :: Clapets anti-retour :: Clapet anti-retour rond BAD-1"
"M15.56.11";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_vac - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_vac - round duct connection_gen_witas.rfa";"M15.56.11__MAC-1__";"MAC-1";"True";"VENTILATIE-ELEMENTEN :: Luchtdebietregelaars :: Mechanische ronde CAV-regelaar MAC-1";"ELEMENTS DE VENTILATION :: Régulateurs de débit d'air :: Régulateur CAV mécanique rond MAC-1"
"M15.56.12";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_vac - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_vac - round duct connection_gen_witas.rfa";"M15.56.12__MAC-1M__";"MAC-1M";"True";"VENTILATIE-ELEMENTEN :: Luchtdebietregelaars :: Mechanische ronde CAV-regelaar MAC-1M";"ELEMENTS DE VENTILATION :: Régulateurs de débit d'air :: Régulateur CAV mécanique rond MAC-1M"
"M15.56.15";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_vac - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_vac - rectangular duct connection_gen_witas.rfa";"M15.56.15__MAC-2__";"MAC-2";"True";"VENTILATIE-ELEMENTEN :: Luchtdebietregelaars :: Mechanische rechthoekige CAV-regelaar MAC-2";"ELEMENTS DE VENTILATION :: Régulateurs de débit d'air :: Régulateur CAV mécanique rectangulaire MAC-2"
"M15.56.16";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_vac - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_vac - rectangular duct connection_gen_witas.rfa";"M15.56.16__MAC-2M__";"MAC-2M";"True";"VENTILATIE-ELEMENTEN :: Luchtdebietregelaars :: Mechanische rechthoekige CAV-regelaar MAC-2M";"ELEMENTS DE VENTILATION :: Régulateurs de débit d'air :: Régulateur CAV mécanique rectangulaire MAC-2M"
"M15.56.21";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_vav - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_vav - round duct connection_gen_witas.rfa";"M15.56.21__EAC-1__";"EAC-1";"True";"VENTILATIE-ELEMENTEN :: Luchtdebietregelaars :: Elektronische ronde VAV/CAV-regelaar EAC-1";"ELEMENTS DE VENTILATION :: Régulateurs de débit d'air :: Régulateur VAV/CAV électronique rond EAC-1"
"M15.56.22";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_vav - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_vav - rectangular duct connection_gen_witas.rfa";"M15.56.22__EAC-2__";"EAC-2";"True";"VENTILATIE-ELEMENTEN :: Luchtdebietregelaars :: Elektronische rechthoekige VAV/CAV-regelaar EAC-2";"ELEMENTS DE VENTILATION :: Régulateurs de débit d'air :: Régulateur VAV/CAV électronique rectangulaire EAC-2"
"M15.57.01";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_vac - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_vac - round duct connection_gen_witas.rfa";"M15.57.01__MAC-9__";"MAC-9";"False";"VENTILATIE-ELEMENTEN :: Inschuifbare luchtdebietregelaars :: Inschuifbare mechanische ronde CAV-regelaar MAC-9";"ELEMENTS DE VENTILATION :: Régulateurs de débit d'air à insertion :: Régulateur CAV mécanique rond à insertion MAC-9"
"M15.57.02";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_vac - round duct connection_gen_witas.rfa";"RSen_57_DUA_UN_vac - round duct connection_gen_witas.rfa";"M15.57.02__CAD-7__";"CAD-7";"False";"VENTILATIE-ELEMENTEN :: Inschuifbare luchtdebietregelaars :: Inschuifbare geluiddempende statische luchtdebietregelaar CAD-7";"ELEMENTS DE VENTILATION :: Régulateurs de débit d'air à insertion :: Régulateur de débit d'air statique à atténuation acoustique à insertion CAD-7"
"M15.60.01";"\RSen_10_Model families\Duct Accessories\RSen_57_DUA_UN_filter - rectangular duct connection_gen_witas.rfa";"RSen_57_DUA_UN_filter - rectangular duct connection_gen_witas.rfa";"M15.60.01____";"";"False";"VENTILATIE-ELEMENTEN :: Filters [DRAFT] :: Filter voor aansluiting op rechthoekige kanalen";"ELEMENTS DE VENTILATION :: Filtres [DRAFT] :: Filtre pour raccordement aux gaines rectangulaires"
